net	clearing file [/home/kacper/ghrepo/reversi/BATCH]
batch	batch train : cycles count [1000]
1,55,0,0,0,0,0,0,0,0,97
2,61,0,0,0,0,0,0,0,0,87
3,62,0,0,0,0,0,0,0,0,92
4,57,0,0,0,0,0,0,0,0,97
5,65,0,0,0,0,0,0,0,0,98
6,58,0,0,0,0,0,0,0,0,89
7,75,0,0,0,0,0,0,0,2,86
8,57,0,0,0,0,0,0,0,1,82
9,72,0,0,0,0,0,0,3,25,88
10,67,0,0,0,0,0,0,0,2,81
11,71,0,0,0,0,0,0,45,94,94
12,67,0,0,0,0,0,0,62,96,88
13,72,0,0,0,0,0,10,89,95,86
14,68,0,0,0,0,0,26,67,67,91
15,70,0,0,0,0,0,27,89,97,97
16,74,0,0,0,0,0,7,7,36,87
17,71,0,0,0,0,0,84,90,98,89
18,75,0,0,0,0,0,77,93,99,91
19,66,0,0,0,0,0,13,15,79,86
20,71,0,0,0,0,0,50,81,94,86
21,76,0,0,0,0,0,18,27,39,95
22,72,0,0,0,0,0,53,87,98,88
23,79,0,0,0,0,0,75,77,94,93
24,77,0,0,0,0,0,17,48,95,92
25,84,0,0,0,0,0,27,55,92,89
26,68,0,0,0,0,0,93,96,97,87
27,79,0,0,0,0,2,88,90,94,95
28,72,0,0,0,0,3,40,91,99,87
29,70,0,0,0,0,9,28,66,89,81
30,76,0,0,0,0,2,68,60,87,85
31,78,0,0,0,0,5,12,25,61,85
32,70,0,0,0,0,8,10,64,90,83
33,82,0,0,0,0,20,58,94,96,85
34,76,0,0,0,0,23,43,64,97,85
35,84,0,0,0,0,18,68,95,81,86
36,80,0,0,0,0,24,50,48,27,86
37,73,0,0,0,0,7,23,17,14,81
38,78,0,0,0,0,6,7,9,6,86
39,88,0,0,0,0,2,3,47,85,85
40,81,0,0,0,0,23,54,92,90,89
41,80,0,0,0,0,27,52,40,96,85
42,80,0,0,0,0,2,29,83,99,89
43,79,0,0,0,0,34,74,93,96,92
44,81,0,0,0,0,33,43,96,99,86
45,80,0,0,0,0,17,66,94,99,97
46,81,0,0,0,0,6,49,78,62,88
47,72,0,0,0,0,85,89,99,99,90
48,80,0,0,0,0,56,88,97,99,93
49,76,0,0,0,0,10,12,38,61,88
50,81,0,0,0,0,3,13,74,95,82
51,83,0,0,0,0,24,22,91,99,95
52,80,0,0,0,1,51,92,90,98,90
53,89,0,0,0,1,38,57,85,98,87
54,75,0,0,0,0,48,53,79,96,83
55,72,0,0,0,1,13,36,85,89,93
56,72,0,0,0,8,18,37,36,45,87
57,81,0,0,0,16,41,16,67,94,88
58,79,0,0,0,34,53,74,94,93,88
59,76,0,0,0,27,51,85,86,98,91
60,81,0,0,0,10,32,30,61,97,93
61,84,0,0,0,16,28,73,93,99,97
62,86,0,0,0,11,6,16,50,94,93
63,84,0,0,0,22,58,93,95,97,96
64,77,0,0,0,26,42,60,83,97,89
65,86,0,0,0,4,19,51,79,97,89
66,83,0,0,0,1,2,20,63,70,86
67,84,0,0,0,8,54,83,92,95,94
68,88,0,0,0,11,9,49,91,99,87
69,79,0,0,0,6,31,46,83,98,95
70,79,0,0,0,11,35,67,95,99,91
71,70,0,0,0,21,59,75,93,97,88
72,83,0,0,0,23,75,83,93,91,97
73,78,0,0,0,8,23,56,87,99,88
74,80,0,0,0,2,14,33,83,98,93
75,83,0,0,0,17,19,11,36,82,94
76,83,0,0,0,4,13,14,20,22,88
77,83,0,0,0,2,9,5,33,91,94
78,80,0,0,0,19,41,54,54,92,86
79,77,0,0,0,25,87,94,98,99,95
80,87,0,0,0,24,29,9,27,29,95
81,90,0,0,0,4,11,22,24,4,94
82,82,0,0,0,8,21,63,95,97,96
83,80,0,0,0,16,29,87,99,98,88
84,84,0,0,0,2,22,32,41,89,93
85,86,0,0,0,2,10,34,83,91,93
86,84,0,0,0,21,14,6,34,45,89
87,85,0,0,0,4,18,3,3,33,85
88,90,0,0,0,2,23,41,70,84,90
89,87,0,0,0,12,12,29,62,92,88
90,85,0,0,0,10,18,48,88,85,84
91,86,0,0,0,23,39,94,94,98,90
92,86,0,0,0,21,23,23,87,97,87
93,84,0,0,0,16,16,15,9,15,88
94,86,0,0,0,35,65,87,94,94,90
95,83,0,0,0,13,32,69,84,92,95
96,87,0,0,0,8,24,68,85,90,82
97,88,0,0,0,6,11,9,22,88,94
98,84,0,0,0,4,32,39,6,28,89
99,86,0,0,0,5,25,31,81,99,88
100,86,0,0,0,23,42,58,83,99,96
101,82,0,0,0,2,12,90,78,84,92
102,88,0,0,0,2,8,22,70,99,91
103,83,0,0,0,15,22,60,97,99,92
104,83,0,0,0,50,82,85,89,97,94
105,89,0,0,0,2,3,5,17,34,87
106,90,0,0,0,3,10,7,23,83,82
107,86,0,0,0,13,73,93,92,93,95
108,81,0,0,0,19,30,73,95,94,87
109,85,0,0,0,27,20,33,97,99,86
110,85,0,0,0,7,24,34,71,27,90
111,80,0,0,0,11,17,28,27,22,92
112,84,0,0,0,2,13,49,94,99,92
113,82,0,0,0,11,11,12,9,20,83
114,84,0,0,0,1,32,62,52,67,87
115,86,0,0,0,10,22,47,70,94,86
116,92,0,0,0,15,13,48,80,84,88
117,85,0,0,0,3,8,13,17,30,89
118,79,0,0,0,15,27,35,76,94,84
119,91,0,0,0,4,28,31,77,94,92
120,92,0,0,0,5,9,33,75,84,93
121,87,0,0,0,7,32,19,14,20,93
122,87,0,0,0,4,9,33,74,62,82
123,84,0,0,0,21,40,28,19,75,91
124,92,0,0,0,26,82,80,94,97,92
125,89,0,0,0,10,16,23,30,54,89
126,88,0,0,0,38,64,83,89,93,87
127,87,0,0,1,5,46,92,87,89,97
128,88,0,0,0,17,52,89,98,93,89
129,86,0,0,0,18,31,55,83,94,86
130,88,0,0,0,13,2,5,7,6,92
131,83,0,0,1,6,14,24,32,40,82
132,83,0,0,0,1,7,5,9,13,85
133,91,0,0,5,39,57,71,91,97,94
134,85,0,0,8,17,2,13,17,5,82
135,87,0,0,1,7,22,22,17,43,89
136,77,0,0,2,6,32,53,63,64,88
137,93,0,0,1,20,10,3,4,7,89
138,88,0,0,1,23,73,93,98,99,89
139,89,0,0,11,12,54,75,95,87,87
140,83,0,0,2,3,4,14,14,89,85
141,88,0,0,9,43,86,92,94,81,98
142,88,0,0,10,20,17,13,12,12,83
143,85,0,0,0,9,20,9,59,98,88
144,85,0,0,8,21,56,79,53,61,87
145,83,0,0,2,20,49,85,94,99,85
146,82,0,0,10,29,72,84,99,100,96
147,84,0,0,2,8,5,84,91,97,94
148,83,0,0,2,19,60,85,84,61,87
149,86,0,0,2,15,15,18,47,72,80
150,86,0,0,10,22,61,83,86,82,89
151,87,0,0,22,49,85,94,96,99,86
152,88,0,0,6,24,55,85,96,96,83
153,84,0,0,6,13,23,28,79,74,90
154,82,0,0,6,15,4,6,54,92,87
155,86,0,0,9,10,25,59,62,78,83
156,87,0,0,17,15,26,49,86,99,90
157,83,0,0,4,31,65,91,79,93,85
158,89,0,0,5,7,16,6,36,59,86
159,91,0,0,14,23,46,74,93,98,93
160,85,0,0,7,24,43,82,95,97,92
161,91,0,0,8,42,76,77,52,96,86
162,90,0,0,16,18,37,75,87,99,92
163,86,0,0,5,12,65,88,87,96,85
164,87,0,0,8,9,20,63,92,96,91
165,88,0,0,11,23,56,83,93,97,84
166,87,0,0,3,18,14,23,38,32,86
167,90,0,0,1,3,17,27,85,88,88
168,84,0,0,2,6,5,4,2,45,84
169,92,0,0,1,8,27,30,93,98,83
170,91,0,0,3,18,19,11,30,84,83
171,87,0,0,4,10,20,24,1,25,92
172,89,0,0,9,33,40,54,91,89,85
173,87,0,0,8,32,41,46,83,96,91
174,82,0,0,15,26,31,40,90,81,88
175,84,0,0,2,4,63,62,74,94,87
176,91,0,0,0,3,18,58,92,94,81
177,96,0,0,10,31,75,83,90,93,90
178,89,0,0,3,5,5,18,14,8,89
179,87,0,0,1,3,11,6,6,14,84
180,86,0,0,3,3,13,31,49,97,91
181,82,0,0,3,26,18,31,84,98,91
182,90,0,0,6,5,24,34,71,94,88
183,92,0,0,16,28,45,61,64,81,94
184,90,0,0,3,2,13,51,79,83,90
185,91,0,0,0,8,27,48,74,80,87
186,90,0,0,1,3,15,35,62,93,88
187,83,0,0,5,19,39,79,52,93,94
188,89,0,0,2,5,25,32,85,99,91
189,88,0,0,1,8,77,91,98,99,86
190,87,0,0,6,6,5,41,67,70,88
191,94,0,0,1,6,14,28,59,69,89
192,86,0,0,33,37,92,95,98,90,105
193,95,0,0,4,19,28,29,50,94,88
194,84,0,0,0,2,7,65,91,97,85
195,91,0,0,2,3,20,43,80,94,84
196,84,0,0,6,30,54,94,99,99,96
197,88,0,0,1,6,30,74,99,100,91
198,92,0,0,1,2,4,14,60,92,84
199,90,0,0,1,17,29,45,88,97,92
200,89,0,0,25,44,46,95,98,98,88
201,83,0,0,23,40,85,91,96,99,96
202,88,0,0,1,14,62,90,90,97,84
203,90,0,0,3,10,6,4,33,78,83
204,83,0,0,2,7,14,18,29,44,87
205,85,0,0,2,14,79,90,98,97,86
206,93,0,0,3,9,13,27,70,92,84
207,86,0,0,20,22,31,56,80,75,90
208,91,0,0,13,27,28,35,44,95,83
209,86,0,0,2,9,55,77,93,97,91
210,87,0,0,2,22,69,84,96,99,93
211,84,0,0,3,15,5,23,85,98,81
212,93,0,0,2,10,77,80,60,75,93
213,88,0,0,7,21,32,77,95,98,85
214,93,0,0,1,2,7,21,79,92,88
215,89,0,0,15,7,3,2,11,14,84
216,85,0,0,4,20,29,10,80,99,84
217,91,0,0,10,18,23,14,51,94,89
218,88,0,0,2,12,15,39,83,82,87
219,87,0,0,9,9,9,60,98,99,88
220,93,0,0,1,5,11,26,69,98,83
221,85,0,0,2,9,30,65,86,94,84
222,90,0,0,13,17,46,60,92,95,90
223,86,0,0,30,40,61,84,90,94,99
224,91,0,0,5,12,4,12,46,74,84
225,89,0,0,2,11,31,65,95,95,98
226,86,0,0,21,33,80,88,94,86,93
227,91,0,0,5,24,48,85,97,97,84
228,93,0,0,4,5,22,39,75,98,89
229,87,0,0,2,4,17,41,47,85,94
230,91,0,0,1,6,15,51,69,52,92
231,90,0,0,4,6,18,29,24,80,81
232,86,0,0,3,10,2,18,79,80,93
233,91,0,0,3,2,5,7,8,43,84
234,89,0,0,5,19,16,21,32,60,86
235,89,0,0,1,5,4,8,75,98,90
236,91,0,0,3,18,29,24,8,31,93
237,90,0,0,9,6,20,38,87,97,83
238,95,0,0,2,14,35,31,94,99,85
239,91,0,0,13,10,12,21,93,96,95
240,95,0,0,4,21,43,53,93,99,86
241,88,0,0,5,17,92,95,97,100,94
242,98,0,0,1,11,40,42,77,85,87
243,86,0,0,9,24,11,12,56,55,83
244,89,0,0,1,11,28,52,84,92,80
245,88,0,0,2,16,63,63,34,67,87
246,89,0,0,3,6,51,66,81,89,82
247,87,0,0,1,2,29,89,96,98,88
248,93,0,0,3,4,5,55,94,97,85
249,86,0,0,5,14,27,39,69,95,83
250,93,0,0,2,3,5,5,47,70,81
251,91,0,0,3,22,43,88,89,94,91
252,93,0,0,3,2,33,84,91,25,91
253,90,0,0,4,17,38,36,74,94,93
254,91,0,0,6,18,21,24,87,98,85
255,90,0,0,8,8,29,83,93,96,94
256,94,0,0,8,3,20,40,84,99,84
257,91,0,0,3,4,11,33,32,15,89
258,76,0,0,20,50,81,95,98,99,97
259,91,0,0,5,21,28,25,66,83,90
260,85,0,0,5,20,38,82,89,99,92
261,90,0,0,9,7,5,15,67,78,90
262,87,0,0,3,20,27,30,64,98,85
263,86,0,0,6,11,27,77,87,87,90
264,86,0,0,2,19,41,85,93,99,96
265,86,0,0,10,30,49,85,97,99,99
266,89,0,0,2,4,8,60,95,96,86
267,91,0,0,4,6,15,80,95,97,90
268,93,0,0,3,18,20,15,75,60,91
269,92,0,0,2,3,6,11,76,93,86
270,88,0,0,16,38,33,34,38,31,85
271,88,0,0,4,5,15,27,81,96,93
272,81,0,0,3,3,43,61,89,76,81
273,91,0,0,3,19,40,84,82,88,93
274,87,0,0,6,9,16,12,23,30,86
275,92,0,0,5,24,73,83,90,97,85
276,88,0,0,10,30,28,75,87,93,84
277,85,0,0,14,66,61,43,22,33,90
278,89,0,0,2,5,25,33,85,90,87
279,90,0,0,4,8,5,5,44,80,82
280,91,0,0,2,56,58,83,83,99,96
281,89,0,0,5,21,43,93,94,95,93
282,88,0,0,3,5,16,61,45,85,87
283,88,0,0,2,8,35,82,95,99,87
284,93,0,0,6,17,11,22,52,88,89
285,90,0,0,23,25,46,72,92,93,88
286,93,0,0,2,7,22,27,12,15,85
287,85,0,0,1,2,9,22,47,43,82
288,94,0,0,5,11,9,45,13,35,88
289,93,0,0,9,36,60,68,93,98,87
290,85,0,0,1,10,42,89,98,99,93
291,89,0,0,2,11,23,26,92,95,91
292,88,0,0,2,4,3,6,6,9,78
293,90,0,0,5,10,26,92,98,99,89
294,90,0,0,11,13,2,4,15,93,87
295,86,0,0,19,14,35,70,95,98,85
296,86,0,0,13,34,46,8,18,31,91
297,90,0,0,1,1,9,21,28,65,87
298,88,0,0,4,17,54,86,84,97,87
299,92,0,0,10,9,5,11,29,38,82
300,92,0,0,2,16,39,34,84,98,90
301,93,0,0,16,6,6,43,66,89,80
302,89,0,0,6,8,22,74,93,97,83
303,93,0,0,16,13,11,31,37,88,94
304,90,0,0,3,15,32,51,92,98,91
305,91,0,0,21,20,41,59,95,99,94
306,91,0,0,5,11,23,15,71,95,90
307,89,0,0,2,25,26,36,83,92,88
308,88,0,0,2,6,6,9,15,24,83
309,87,0,0,7,1,7,23,71,79,88
310,91,0,0,2,2,5,22,46,70,90
311,89,0,0,1,2,5,19,79,97,87
312,88,0,0,7,10,33,73,90,100,90
313,87,0,0,2,8,40,16,2,7,83
314,91,0,0,1,2,10,10,4,5,85
315,91,0,0,12,12,4,2,5,17,88
316,90,0,0,7,3,30,32,48,29,85
317,86,0,0,3,14,16,22,32,28,80
318,92,0,0,4,13,40,51,83,99,93
319,90,0,0,4,12,17,19,59,93,91
320,89,0,0,1,3,15,24,71,66,80
321,85,0,0,16,35,33,45,66,58,89
322,93,0,0,12,23,64,91,97,99,87
323,92,0,0,8,4,22,13,36,8,82
324,90,0,0,4,11,22,65,82,98,84
325,85,0,0,2,1,4,26,36,89,88
326,91,0,0,0,3,8,11,76,77,88
327,88,0,0,6,4,87,93,97,99,85
